"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"
"151"	151	0	32	"other"	"black"	"ship"	"MS"	1	1	78	655.847198473329	4
"152"	152	0	29	"white"	"blue"	"ship"	"MS"	2	1	72	607.301185678848	5
"153"	153	0	31	"black"	"black"	"candle"	"PhD"	3	1	50	863.037608499316	4
"154"	154	0	31	"black"	"blue"	"accurate"	"MS"	4	0	39	914.166504534642	2
"155"	155	0	31	"white"	"blue"	"cannon"	"HighSchool"	5	0	11	1057.29325085927	2
"156"	156	1	30	"white"	"blue"	"candle"	"MS"	1	0	77	602.769948133535	5
"157"	157	1	31	"white"	"blue"	"candle"	"MS"	2	1	69	676.447185218894	5
"158"	158	0	30	"hispanic"	"black"	"ship"	"PhD"	3	0	34	916.898278086651	4
"159"	159	1	31	"asian"	"black"	"ship"	"MS"	4	0	33	837.653692966409	4
"160"	160	0	28	"black"	"black"	"cannon"	"BA"	5	0	14	918.356895400332	2
"161"	161	0	27	"white"	"black"	"ship"	"PhD"	1	1	88	595.953026791609	4
"162"	162	1	32	"black"	"blue"	"accurate"	"HighSchool"	2	1	61	723.602398233393	5
"163"	163	1	34	"black"	"blue"	"ship"	"MS"	3	0	59	709.772037106139	5
"164"	164	0	28	"white"	"blue"	"ship"	"HighSchool"	4	1	44	800.442174415741	3
"165"	165	0	30	"asian"	"blue"	"ship"	"BA"	5	0	23	968.459165276573	3
"166"	166	1	30	"hispanic"	"black"	"candle"	"MS"	1	1	88	615.551286772487	5
"167"	167	1	30	"white"	"blue"	"candle"	"PhD"	2	1	71	670.969391263848	5
"168"	168	1	29	"white"	"black"	"candle"	"MS"	3	0	46	797.714758198493	5
"169"	169	1	30	"white"	"blue"	"ship"	"BA"	4	1	31	974.774307501272	4
"170"	170	1	28	"white"	"blue"	"candle"	"MS"	5	1	14	1001.77370786502	4
"171"	171	0	30	"asian"	"black"	"ship"	"MS"	1	1	87	687.425352306664	5
"172"	172	0	29	"other"	"black"	"accurate"	"PhD"	2	1	77	709.734221565199	5
"173"	173	1	28	"black"	"blue"	"accurate"	"PhD"	3	1	59	761.452547326155	4
"174"	174	0	32	"white"	"black"	"accurate"	"PhD"	4	0	38	912.101140935837	2
"175"	175	0	27	"white"	"black"	"candle"	"HighSchool"	5	0	25	897.494912993601	2
"176"	176	0	27	"white"	"black"	"cannon"	"PhD"	1	1	81	622.103159832973	4
"177"	177	1	30	"white"	"black"	"accurate"	"HighSchool"	2	1	72	633.903663472503	6
"178"	178	0	29	NA	"blue"	"cannon"	"PhD"	3	0	61	719.526428133629	4
"179"	179	1	30	"hispanic"	"blue"	"cannon"	"HighSchool"	4	0	44	731.002156548635	5
"180"	180	0	29	"other"	"black"	"candle"	"HighSchool"	5	0	31	919.700742033312	3
"181"	181	0	29	"white"	"black"	"accurate"	"HighSchool"	1	1	81	684.617130286732	4
"182"	182	0	31	"black"	"blue"	"candle"	"PhD"	2	0	83	608.576337258974	4
"183"	183	1	30	"other"	"blue"	"ship"	"PhD"	3	1	48	927.238271668407	4
"184"	184	1	28	"black"	"blue"	"cannon"	"BA"	4	0	48	770.482420308527	6
"185"	185	0	31	"black"	"black"	"cannon"	"HighSchool"	5	0	4	1056.74373252707	2
"186"	186	1	30	"white"	"blue"	"accurate"	"HighSchool"	1	1	84	687.88965037682	6
"187"	187	0	32	"white"	"black"	"accurate"	"MS"	2	1	58	745.884850403411	3
"188"	188	1	31	"white"	"black"	"cannon"	"PhD"	3	1	59	NA	5
"189"	189	1	29	"hispanic"	"blue"	"accurate"	"BA"	4	0	44	761.144797358736	5
"190"	190	1	33	"white"	"blue"	"cannon"	"PhD"	5	0	17	960.95528097343	4
"191"	191	0	29	"white"	"blue"	"candle"	"BA"	1	1	84	632.134438187165	4
"192"	192	1	30	"black"	"black"	"ship"	"HighSchool"	2	1	61	729.82037954587	5
"193"	193	0	30	"white"	"blue"	"ship"	"HighSchool"	3	1	NA	675.819623488538	4
"194"	194	1	29	"black"	"blue"	"candle"	"MS"	4	0	24	903.690884157207	5
"195"	195	1	30	"white"	"blue"	"ship"	"PhD"	5	0	12	1043.24170251041	4
"196"	196	1	31	"other"	"blue"	"accurate"	"PhD"	1	1	86	560.029239773695	6
"197"	197	0	30	"white"	"black"	"cannon"	"HighSchool"	2	0	64	663.928920319434	3
"198"	198	0	32	"black"	"blue"	"candle"	"BA"	3	0	53	809.784297286879	4
"199"	199	1	28	"black"	"black"	"ship"	"BA"	4	0	31	843.819708231973	4
"200"	200	0	28	"white"	"black"	"candle"	"HighSchool"	5	0	18	974.621109046655	1
"201"	201	0	30	"white"	"black"	"candle"	"HighSchool"	1	0	76	623.357801525788	4
"202"	202	1	27	"other"	"black"	"accurate"	"PhD"	2	1	66	603.895392320701	5
"203"	203	0	30	"other"	"blue"	"ship"	"BA"	3	1	54	790.928492768072	4
"204"	204	0	31	"hispanic"	"blue"	"accurate"	"PhD"	4	1	34	936.479355286875	3
"205"	205	0	31	"other"	"black"	"accurate"	"HighSchool"	5	0	9	1008.0015517265	3
"206"	206	0	30	"white"	"blue"	"cannon"	"BA"	1	1	80	637.382193130455	5
"207"	207	0	29	"black"	"black"	"accurate"	"BA"	2	1	64	684.520222535575	4
"208"	208	1	31	"white"	"black"	"ship"	"MS"	3	1	36	863.947884676482	4
"209"	209	1	30	"asian"	"black"	"accurate"	"HighSchool"	4	0	38	921.82849690564	5
"210"	210	1	33	"black"	"blue"	"cannon"	"PhD"	5	0	36	922.988491651798	4
"211"	211	0	28	"white"	"black"	"ship"	"HighSchool"	1	1	81	696.739761373968	4
"212"	212	0	29	"white"	"black"	"candle"	"HighSchool"	2	1	59	813.255361169084	3
"213"	213	1	28	"white"	"blue"	"cannon"	"PhD"	3	1	54	736.354290504215	5
"214"	214	0	30	"white"	"blue"	"candle"	"PhD"	4	0	38	890.923067293985	4
"215"	215	1	29	"white"	"black"	"ship"	"MS"	5	1	21	898.191486379526	4
"216"	216	1	30	"asian"	"black"	"ship"	"HighSchool"	1	1	75	563.138815544076	4
"217"	217	0	32	"white"	"blue"	"ship"	"BA"	2	1	81	574.331676511529	4
"218"	218	1	30	"white"	"black"	"cannon"	"MS"	3	1	55	859.547313165358	4
"219"	219	1	30	"white"	"blue"	"accurate"	"BA"	4	1	37	904.929696310145	4
"220"	220	0	29	"white"	"black"	"candle"	"HighSchool"	5	1	0	1038.32343810939	2
"221"	221	1	30	"other"	"black"	"cannon"	"MS"	1	1	85	615.524924589908	4
"222"	222	1	27	"white"	"blue"	"ship"	"HighSchool"	2	0	71	691.703976152861	5
"223"	223	1	28	"other"	"black"	"accurate"	"HighSchool"	3	1	60	684.479367458567	5
"224"	224	0	29	"white"	"black"	"cannon"	"HighSchool"	4	0	36	830.054579800879	3
"225"	225	1	30	"other"	"blue"	"ship"	"BA"	5	0	31	936.339810450062	4
"226"	226	0	29	"white"	"black"	"ship"	"MS"	1	1	64	755.794361271064	4
"227"	227	1	29	"other"	"black"	"accurate"	"BA"	2	1	59	669.773496023444	4
"228"	228	0	28	"black"	"black"	"cannon"	"MS"	3	0	54	723.921635261551	3
"229"	229	1	27	"hispanic"	"black"	"cannon"	"PhD"	4	0	48	789.653589300018	5
"230"	230	0	31	"hispanic"	"blue"	"cannon"	"PhD"	5	0	24	914.812789156276	2
"231"	231	1	27	"white"	"blue"	"accurate"	"MS"	1	1	86	599.969869397201	6
"232"	232	1	29	"white"	"blue"	"ship"	"MS"	2	0	54	701.482568022588	5
"233"	233	0	27	"white"	"blue"	"ship"	"BA"	3	0	50	833.511508513995	3
"234"	234	1	29	"other"	"black"	"accurate"	"HighSchool"	4	0	19	1060.86155738183	4
"235"	235	1	28	"black"	"black"	"cannon"	"HighSchool"	5	0	17	1009.24121110946	4
"236"	236	0	34	"white"	"black"	"ship"	"PhD"	1	1	93	539.207685495526	3
"237"	237	0	29	"white"	"black"	"ship"	"MS"	2	1	64	793.714163042903	4
"238"	238	0	29	"white"	"blue"	"candle"	"MS"	3	0	55	766.573720930767	3
"239"	239	1	31	"white"	"blue"	"candle"	"MS"	4	1	39	867.458157552881	4
"240"	240	0	28	"white"	"blue"	"candle"	"BA"	5	0	31	819.994984814736	3
"241"	241	0	29	"other"	"black"	"cannon"	"BA"	1	1	81	700.203876326062	4
"242"	242	1	34	"hispanic"	"blue"	"cannon"	"BA"	2	1	71	669.781078663939	6
"243"	243	1	28	"white"	"black"	"ship"	"PhD"	3	1	49	770.714684250702	5
"244"	244	0	31	"asian"	"black"	"cannon"	"HighSchool"	4	0	26	926.511912065989	2
"245"	245	0	24	"black"	"blue"	"candle"	"PhD"	5	0	38	906.806437667503	3
"246"	246	0	31	"white"	"blue"	"ship"	"MS"	1	1	79	573.627409397572	4
"247"	247	1	27	"white"	"black"	"ship"	"PhD"	2	1	69	689.475614251509	5
"248"	248	0	32	"white"	"blue"	"cannon"	"HighSchool"	3	1	50	806.02299149439	4
"249"	249	1	30	"asian"	"blue"	"accurate"	"HighSchool"	4	0	49	840.027715032644	5
"250"	250	1	30	"hispanic"	"black"	"ship"	"PhD"	5	0	20	859.889971474425	4
"251"	251	0	28	"white"	"blue"	"accurate"	"PhD"	1	1	70	694.302243205908	4
"252"	252	0	28	"asian"	"blue"	"candle"	"HighSchool"	2	1	75	567.049995091461	3
"253"	253	1	31	"white"	"black"	"cannon"	"MS"	3	1	50	786.367115342715	5
"254"	254	1	27	"asian"	"black"	"ship"	"PhD"	4	0	16	868.798380595153	4
"255"	255	1	30	"white"	"black"	"accurate"	"MS"	5	0	16	963.248281069349	3
"256"	256	0	29	"white"	"black"	"cannon"	"BA"	1	1	76	637.660199911556	4
"257"	257	1	30	"hispanic"	"black"	"ship"	"PhD"	2	1	66	798.964985479707	5
"258"	258	1	31	"asian"	"black"	"cannon"	"HighSchool"	3	0	31	944.143099746336	4
"259"	259	1	34	"black"	"black"	"cannon"	"HighSchool"	4	0	41	826.424158775028	4
"260"	260	0	27	"other"	"blue"	"accurate"	"BA"	5	0	28	831.961492993072	3
"261"	261	0	32	"white"	"blue"	"cannon"	"MS"	1	1	97	599.229596334222	4
"262"	262	1	32	"white"	"blue"	"cannon"	"BA"	2	1	68	717.35501945465	5
"263"	263	0	30	"hispanic"	"blue"	"accurate"	"HighSchool"	3	1	54	750.049399348432	4
"264"	264	0	29	"white"	"black"	"ship"	"PhD"	4	1	36	854.856029640351	4
"265"	265	0	29	"white"	"black"	"accurate"	"BA"	5	0	4	1046.20064336574	2
"266"	266	1	28	"other"	"black"	"accurate"	"MS"	1	1	78	669.727607885014	5
"267"	267	1	32	"hispanic"	"black"	"candle"	"PhD"	2	1	53	811.101373383307	5
"268"	268	0	30	"other"	"blue"	"accurate"	"HighSchool"	3	0	57	786.21887204609	4
"269"	269	1	27	"other"	"blue"	"accurate"	"BA"	4	0	36	871.921795290054	4
"270"	270	0	33	"white"	"black"	"cannon"	"PhD"	5	0	12	948.432431482005	3
"271"	271	1	29	"asian"	"black"	"ship"	"MS"	1	1	80	666.260379926306	5
"272"	272	1	30	"white"	"black"	"cannon"	"HighSchool"	2	0	84	622.461795052	6
"273"	273	0	33	"other"	"blue"	"accurate"	"PhD"	3	0	49	796.402768167955	3
"274"	274	1	31	"white"	"black"	"accurate"	"PhD"	4	0	NA	762.079841657523	4
"275"	275	1	31	"black"	"black"	"cannon"	"MS"	5	0	17	971.180920693826	4
"276"	276	0	28	"white"	"black"	"ship"	"HighSchool"	1	1	82	621.166020644403	5
"277"	277	0	32	"black"	"black"	"candle"	"PhD"	2	1	51	777.803704742114	3
"278"	278	1	27	"hispanic"	"black"	"accurate"	"MS"	3	1	56	NA	4
"279"	279	0	30	"white"	"black"	"accurate"	"PhD"	4	0	36	862.374390185694	3
"280"	280	0	33	"hispanic"	"black"	"ship"	"MS"	5	0	18	965.701027361249	2
"281"	281	0	31	NA	"black"	"cannon"	"BA"	1	1	76	724.45487621628	5
"282"	282	1	30	"white"	"black"	"ship"	"HighSchool"	2	1	63	660.811215812931	5
"283"	283	1	30	"asian"	"blue"	"ship"	"MS"	3	1	57	642.20474576568	5
"284"	284	0	28	"white"	"black"	"cannon"	"PhD"	4	0	34	911.73352445301	3
"285"	285	1	30	"white"	"blue"	"ship"	"MS"	5	0	26	934.22685135994	4
"286"	286	0	25	"black"	"black"	"cannon"	"PhD"	1	0	89	609.601569467075	4
"287"	287	1	28	"white"	"blue"	"candle"	"BA"	2	1	65	767.135136160246	5
"288"	288	1	28	"asian"	"black"	"accurate"	"HighSchool"	3	0	49	894.872723370388	4
"289"	289	0	29	"black"	"blue"	"accurate"	"BA"	4	0	42	808.792641416338	2
"290"	290	1	32	"black"	"blue"	"candle"	"BA"	5	0	25	948.882398713838	3
"291"	291	1	30	"hispanic"	"black"	"candle"	"PhD"	1	1	79	567.361353703131	5
"292"	292	1	32	"other"	"blue"	"cannon"	"BA"	2	1	78	636.758940596804	6
"293"	293	1	28	"white"	"black"	"ship"	"BA"	3	0	44	899.031322796268	5
"294"	294	0	30	"black"	"blue"	"accurate"	"BA"	4	0	38	873.747290286038	3
"295"	295	0	29	"white"	"blue"	"accurate"	"HighSchool"	5	0	29	931.704970902933	3
"296"	296	0	30	"white"	"blue"	"accurate"	"PhD"	1	1	93	517.15323957358	4
"297"	297	0	30	"white"	"blue"	"accurate"	"BA"	2	1	61	718.359696042089	4
"298"	298	0	29	"white"	"black"	"candle"	"PhD"	3	0	64	829.990958804242	4
"299"	299	1	29	"black"	"blue"	"ship"	"MS"	4	0	42	861.671758556228	5
"300"	300	0	31	"white"	"black"	"ship"	"BA"	5	0	11	1021.00201783283	2
"301"	301	1	29	"white"	"black"	"cannon"	"BA"	1	1	76	644.049816227909	5
"302"	302	0	28	"asian"	"blue"	"accurate"	"HighSchool"	2	1	70	730.651395876519	3
"303"	303	0	27	"white"	"black"	"accurate"	"HighSchool"	3	1	51	799.46973432399	3
"304"	304	0	32	"black"	"black"	"ship"	"MS"	4	0	32	928.434474593852	3
"305"	305	1	27	"black"	"blue"	"candle"	"HighSchool"	5	0	34	845.387921477878	4
